competition,sport,athlete_name,country,score,relative_score,strength,gold_prob,silver_prob,bronze_prob,medal_prob
Men's Team Sprint,Cross-Country Skiing,Richard Jouve,FRA,389.0,0,0.0109,0.004,0.0038,0.0051,0.0129
Men's Team Sprint,Cross-Country Skiing,Oskar Opstad Vike,NOR,431.0,0,0.0134,0.0039,0.0056,0.0075,0.017
Men's Team Sprint,Cross-Country Skiing,JC Schoonmaker,USA,411.0,0,0.0121,0.0035,0.0056,0.0053,0.0144
Men's Team Sprint,Cross-Country Skiing,Jan Stoelben,GER,327.0,0,0.0077,0.0033,0.0032,0.0035,0.01
Men's Team Sprint,Cross-Country Skiing,Emil Liekari,FIN,287.0,0,0.0059,0.0033,0.0028,0.0034,0.0095
Men's Team Sprint,Cross-Country Skiing,Jaume Pueyo,ESP,332.0,0,0.0079,0.0031,0.0026,0.0041,0.0098
Men's Team Sprint,Cross-Country Skiing,Harald Oestberg Amundsen,NOR,360.0,0,0.0093,0.003,0.0032,0.0052,0.0114
Men's Team Sprint,Cross-Country Skiing,Niilo Moilanen,FIN,330.0,0,0.0078,0.003,0.0024,0.0041,0.0095
Men's Team Sprint,Cross-Country Skiing,Michael Hellweger,ITA,292.0,0,0.0061,0.0027,0.0026,0.0026,0.0079
Men's Team Sprint,Cross-Country Skiing,Benjamin Moser,AUT,294.0,0,0.0062,0.0026,0.0028,0.0022,0.0076
Men's Team Sprint,Cross-Country Skiing,Oskar Svensson,SWE,234.0,0,0.0039,0.0023,0.0023,0.0024,0.007
Men's Team Sprint,Cross-Country Skiing,Joni Maki,FIN,330.0,0,0.0078,0.0021,0.0035,0.0029,0.0085
Men's Team Sprint,Cross-Country Skiing,Matz William Jenssen,NOR,268.0,0,0.0052,0.0021,0.0019,0.0029,0.0069
Men's Team Sprint,Cross-Country Skiing,Ansgar Evensen,NOR,343.0,0,0.0085,0.002,0.003,0.003,0.008
Men's Team Sprint,Cross-Country Skiing,Emil Danielsson,SWE,322.0,0,0.0075,0.0018,0.0026,0.0032,0.0076
Men's Team Sprint,Cross-Country Skiing,Ondrej Cerny,CZE,265.0,0,0.005,0.0013,0.0021,0.0024,0.0058
Men's Team Sprint,Cross-Country Skiing,Haavard Solaas Taugboel,NOR,248.0,0,0.0044,0.0012,0.002,0.0035,0.0067
Men's Team Sprint,Cross-Country Skiing,Remi Bourdin,FRA,228.0,0,0.0037,0.0012,0.0014,0.0023,0.0049
Men's Team Sprint,Cross-Country Skiing,Gus Schumacher,USA,220.0,0,0.0035,0.0008,0.0014,0.0019,0.0041
Mixed Doubles Curling,Curling,Team Scotland,GBR,60254.0,0,1.0,0.1622,0.1592,0.1399,0.4613
Mixed Doubles Curling,Curling,Team Italy,ITA,58603.0,0,0.9459,0.1528,0.1425,0.1343,0.4296
Mixed Doubles Curling,Curling,Team Norway,NOR,53254.0,0,0.7811,0.1264,0.1225,0.1311,0.38
Mixed Doubles Curling,Curling,Team Sweden,SWE,50857.0,0,0.7124,0.119,0.11,0.1123,0.3413
Mixed Doubles Curling,Curling,Team Switzerland,SUI,48000.0,0,0.6346,0.1047,0.1071,0.1061,0.3179
Mixed Doubles Curling,Curling,Team Canada,CAN,45000.0,0,0.5578,0.0886,0.0965,0.0931,0.2782
Mixed Doubles Curling,Curling,Team USA,USA,42000.0,0,0.4859,0.0789,0.0843,0.0899,0.2531
Mixed Doubles Curling,Curling,Team South Korea,KOR,38000.0,0,0.3977,0.0679,0.0691,0.077,0.214
Mixed Doubles Curling,Curling,Team Japan,JPN,35000.0,0,0.3374,0.0558,0.0571,0.0613,0.1742
Mixed Doubles Curling,Curling,Team Hungary,HUN,32000.0,0,0.2821,0.0437,0.0517,0.055,0.1504
Mixed Relay,Biathlon,Team France,FRA,95.0,0,1.0,0.2459,0.2093,0.1673,0.6225
Mixed Relay,Biathlon,Team Norway,NOR,80.0,0,0.7091,0.1776,0.1669,0.1627,0.5072
Mixed Relay,Biathlon,Team Sweden,SWE,75.0,0,0.6233,0.1449,0.1529,0.1516,0.4494
Mixed Relay,Biathlon,Team Germany,GER,65.0,0,0.4681,0.119,0.1213,0.1282,0.3685
Mixed Relay,Biathlon,Team Italy,ITA,55.0,0,0.3352,0.0839,0.0862,0.0988,0.2689
Mixed Relay,Biathlon,Team Finland,FIN,50.0,0,0.277,0.0701,0.0737,0.0851,0.2289
Mixed Relay,Biathlon,Team Switzerland,SUI,45.0,0,0.2244,0.0598,0.068,0.074,0.2018
Mixed Relay,Biathlon,Team USA,USA,40.0,0,0.1773,0.0421,0.0537,0.0556,0.1514
Mixed Relay,Biathlon,Team Austria,AUT,35.0,0,0.1357,0.0324,0.0396,0.0449,0.1169
Mixed Relay,Biathlon,Team Czechia,CZE,30.0,0,0.0997,0.0243,0.0284,0.0318,0.0845
Mixed Team,Ski Jumping,Team Austria,AUT,3179.0,0,1.0,0.3029,0.2591,0.1997,0.7617
Mixed Team,Ski Jumping,Team Slovenia,SLO,2906.0,0,0.8356,0.2598,0.2438,0.2062,0.7098
Mixed Team,Ski Jumping,Team Germany,GER,2247.0,0,0.4996,0.1567,0.1629,0.1939,0.5135
Mixed Team,Ski Jumping,Team Japan,JPN,2066.0,0,0.4224,0.1221,0.1472,0.1738,0.4431
Mixed Team,Ski Jumping,Team Norway,NOR,1907.0,0,0.3598,0.1142,0.1287,0.1507,0.3936
Mixed Team,Ski Jumping,Team Canada,CAN,904.0,0,0.0809,0.0239,0.0327,0.0402,0.0968
Mixed Team,Ski Jumping,Team Switzerland,SUI,750.0,0,0.0557,0.0178,0.0215,0.0291,0.0684
Mixed Team,Ski Jumping,Team France,FRA,320.0,0,0.0101,0.0026,0.0041,0.0064,0.0131
Two-Man Bobsled,Bobsleigh,Francesco Friedrich,GER,800.0,0,1.0,0.1884,0.1676,0.1512,0.5072
Two-Man Bobsled,Bobsleigh,Johannes Lochner,GER,750.0,0,0.8789,0.1617,0.1534,0.1483,0.4634
Two-Man Bobsled,Bobsleigh,Adam Edelman,GER,700.0,0,0.7656,0.1334,0.1328,0.1353,0.4015
Two-Man Bobsled,Bobsleigh,Benjamin Maier,AUT,650.0,0,0.6602,0.1218,0.1224,0.1195,0.3637
Two-Man Bobsled,Bobsleigh,Brad Hall,GBR,600.0,0,0.5625,0.0985,0.1084,0.1087,0.3156
Two-Man Bobsled,Bobsleigh,Christoph Hafer,GER,550.0,0,0.4727,0.0872,0.0927,0.0965,0.2764
Two-Man Bobsled,Bobsleigh,Hunter Church,USA,500.0,0,0.3906,0.0728,0.0779,0.0772,0.2279
Two-Man Bobsled,Bobsleigh,Frank Delduca,USA,450.0,0,0.3164,0.057,0.0596,0.0636,0.1802
Two-Man Bobsled,Bobsleigh,Justin Kripps,CAN,400.0,0,0.25,0.0453,0.0488,0.0563,0.1504
Two-Man Bobsled,Bobsleigh,Oskars Kibermanis,LAT,350.0,0,0.1914,0.0339,0.0364,0.0434,0.1137
Two-Woman Bobsled,Bobsleigh,Laura Nolte,GER,700.0,0,1.0,0.2058,0.192,0.1665,0.5643
Two-Woman Bobsled,Bobsleigh,Lisa Buckwitz,GER,650.0,0,0.8622,0.1832,0.1766,0.1684,0.5282
Two-Woman Bobsled,Bobsleigh,Kaillie Humphries,USA,600.0,0,0.7347,0.1578,0.1506,0.1563,0.4647
Two-Woman Bobsled,Bobsleigh,Elana Meyers Taylor,USA,550.0,0,0.6173,0.1323,0.1334,0.1338,0.3995
Two-Woman Bobsled,Bobsleigh,Mariama Jamanka,GER,500.0,0,0.5102,0.1116,0.1165,0.1157,0.3438
Two-Woman Bobsled,Bobsleigh,Christine de Bruin,CAN,450.0,0,0.4133,0.0889,0.0964,0.1039,0.2892
Two-Woman Bobsled,Bobsleigh,Kim Kalicki,GER,400.0,0,0.3265,0.0698,0.0749,0.0855,0.2302
Two-Woman Bobsled,Bobsleigh,Melanie Hasler,SUI,350.0,0,0.25,0.0506,0.0596,0.0699,0.1801
Women's 1000m,Speed Skating,Miho Takagi,JPN,580.0,0,1.0,0.3502,0.2422,0.1605,0.7529
Women's 1000m,Short Track Speed Skating,Courtney Sarault,CAN,800.0,0,1.0,0.1805,0.1694,0.1504,0.5003
Women's 1000m,Short Track Speed Skating,Xandra Velzeboer,NED,750.0,0,0.8789,0.1653,0.1464,0.143,0.4547
Women's 1000m,Short Track Speed Skating,Kim Gil-li,KOR,700.0,0,0.7656,0.1356,0.1373,0.1293,0.4022
Women's 1000m,Short Track Speed Skating,Choi Min-jeong,KOR,650.0,0,0.6602,0.1178,0.1212,0.1203,0.3593
Women's 1000m,Speed Skating,Jutta Leerdam,NED,311.0,0,0.2875,0.1033,0.1147,0.121,0.339
Women's 1000m,Short Track Speed Skating,Suzanne Schulting,NED,600.0,0,0.5625,0.1023,0.1097,0.1124,0.3244
Women's 1000m,Speed Skating,Brittany Bowe,USA,306.0,0,0.2783,0.0991,0.1105,0.116,0.3256
Women's 1000m,Short Track Speed Skating,Kim Boutin,CAN,550.0,0,0.4727,0.0919,0.0918,0.0959,0.2796
Women's 1000m,Speed Skating,Mei Han,CHN,290.0,0,0.25,0.0877,0.0989,0.1037,0.2903
Women's 1000m,Short Track Speed Skating,Natalia Maliszewska,POL,500.0,0,0.3906,0.0696,0.0726,0.0825,0.2247
Women's 1000m,Speed Skating,Antoinette Rijpma-de Jong,NED,248.0,0,0.1828,0.0663,0.0774,0.0837,0.2274
Women's 1000m,Speed Skating,Angel Daleman,NED,245.0,0,0.1784,0.0604,0.0723,0.0795,0.2122
Women's 1000m,Short Track Speed Skating,Kristen Santos-Griswold,USA,450.0,0,0.3164,0.0557,0.0635,0.0672,0.1864
Women's 1000m,Short Track Speed Skating,Hanne Desmet,BEL,400.0,0,0.25,0.045,0.0511,0.0536,0.1497
Women's 1000m,Speed Skating,Suzanne Schulting,NED,189.0,0,0.1062,0.0396,0.0415,0.0501,0.1312
Women's 1000m,Short Track Speed Skating,Florence Brunelle,CAN,350.0,0,0.1914,0.0363,0.037,0.0454,0.1187
Women's 1000m,Speed Skating,Kimi Goetz,USA,163.0,0,0.079,0.0322,0.0334,0.0404,0.106
Women's 1000m,Speed Skating,Natalia Jabrzyk,POL,149.0,0,0.066,0.0242,0.0312,0.0358,0.0912
Women's 1000m,Speed Skating,Rio Yamada,JPN,155.0,0,0.0714,0.0233,0.0302,0.0341,0.0876
Women's 1000m,Speed Skating,Ayano Sato,JPN,135.0,0,0.0542,0.0171,0.0238,0.0294,0.0703
Women's 1000m,Speed Skating,Marrit Fledderus,NED,109.0,0,0.0353,0.013,0.0146,0.0195,0.0471
Women's 1000m,Speed Skating,Nadezhda Morozova,KAZ,110.0,0,0.036,0.0125,0.0172,0.0166,0.0463
Women's 1000m,Speed Skating,Karolina Bosiek,POL,108.0,0,0.0347,0.0108,0.014,0.0182,0.043
Women's 1000m,Speed Skating,Béatrice Lamarche,CAN,102.0,0,0.0309,0.0103,0.0152,0.0139,0.0394
Women's 1000m,Speed Skating,Andżelika Wójcik,POL,96.0,0,0.0274,0.0097,0.0121,0.0153,0.0371
Women's 1000m,Speed Skating,Min Sun Kim,KOR,90.0,0,0.0241,0.0085,0.0117,0.0124,0.0326
Women's 1000m,Speed Skating,Vanessa Herzog,AUT,84.0,0,0.021,0.0062,0.0084,0.0107,0.0253
Women's 1000m,Speed Skating,Yukino Yoshida,JPN,81.0,0,0.0195,0.0058,0.0092,0.0111,0.0261
Women's 1000m,Speed Skating,Nikola Zdráhalova,CZE,72.0,0,0.0154,0.0056,0.0053,0.0072,0.0181
Women's 1000m,Speed Skating,Isabelle Van Elst,BEL,64.0,0,0.0122,0.0042,0.0051,0.0068,0.0161
Women's 1000m,Speed Skating,Lea Sophie Scholz,GER,66.0,0,0.0129,0.0038,0.0057,0.0064,0.0159
Women's 1000m,Speed Skating,Mia Manganello,USA,37.0,0,0.0041,0.0018,0.0017,0.0013,0.0048
Women's 1000m,Speed Skating,Ivanie Blondin,CAN,26.0,0,0.002,0.0014,0.0006,0.0012,0.0032
Women's 1000m,Speed Skating,Na-Hyun Lee,KOR,26.0,0,0.002,0.0008,0.0012,0.0008,0.0028
Women's 1000m,Speed Skating,Sofia Thorup,DEN,30.0,0,0.0027,0.0007,0.0003,0.0011,0.0021
Women's 1000m,Speed Skating,Isabel Grevelt,NED,18.0,0,0.001,0.0007,0.0002,0.0007,0.0016
Women's 1000m,Speed Skating,Greta Myers,USA,23.0,0,0.0016,0.0004,0.0007,0.0011,0.0022
Women's 1000m,Speed Skating,Qi Yin,CHN,20.0,0,0.0012,0.0003,0.0005,0.0006,0.0014
Women's 1000m,Speed Skating,Anna Ostlender,GER,22.0,0,0.0014,0.0001,0.0002,0.0009,0.0012
Women's 10km,Cross-Country Skiing,Jessie Diggins,USA,2197.0,0,1.0,0.1036,0.0991,0.0897,0.2924
Women's 10km,Cross-Country Skiing,Victoria Carl,GER,1827.0,0,0.6915,0.0772,0.0672,0.0677,0.2121
Women's 10km,Cross-Country Skiing,Kerttu Niskanen,FIN,1692.0,0,0.5931,0.0621,0.0569,0.0599,0.1789
Women's 10km,Cross-Country Skiing,Moa Ilar,SWE,1630.0,0,0.5504,0.0579,0.0525,0.0529,0.1633
Women's 10km,Cross-Country Skiing,Jonna Sundling,SWE,1537.0,0,0.4894,0.0481,0.0552,0.0512,0.1545
Women's 10km,Cross-Country Skiing,Maja Dahlqvist,SWE,1454.0,0,0.438,0.0475,0.0479,0.0471,0.1425
Women's 10km,Cross-Country Skiing,Ebba Andersson,SWE,1412.0,0,0.4131,0.044,0.042,0.0422,0.1282
Women's 10km,Cross-Country Skiing,Frida Karlsson,SWE,1368.0,0,0.3877,0.0425,0.0425,0.0392,0.1242
Women's 10km,Cross-Country Skiing,Karoline Simpson-Larsen,NOR,1380.0,0,0.3945,0.0421,0.042,0.0447,0.1288
Women's 10km,Cross-Country Skiing,Jasmi Joensuu,FIN,1357.0,0,0.3815,0.0391,0.0442,0.0411,0.1244
Women's 10km,Cross-Country Skiing,Heidi Weng,NOR,1375.0,0,0.3917,0.0383,0.0433,0.0411,0.1227
Women's 10km,Cross-Country Skiing,Emma Ribom,SWE,1338.0,0,0.3709,0.0374,0.0395,0.0372,0.1141
Women's 10km,Cross-Country Skiing,Teresa Stadlober,AUT,1200.0,0,0.2983,0.0329,0.0316,0.0318,0.0963
Women's 10km,Cross-Country Skiing,Katharina Hennig,GER,1150.0,0,0.274,0.0301,0.0295,0.0281,0.0877
Women's 10km,Cross-Country Skiing,Astrid Oeyre Slind,NOR,1100.0,0,0.2507,0.0274,0.0267,0.0287,0.0828
Women's 10km,Cross-Country Skiing,Therese Johaug,NOR,1121.0,0,0.2603,0.0273,0.0278,0.0299,0.085
Women's 10km,Cross-Country Skiing,Linn Svahn,SWE,1050.0,0,0.2284,0.022,0.0216,0.0256,0.0692
Women's 10km,Cross-Country Skiing,Rosie Brennan,USA,950.0,0,0.187,0.0211,0.0201,0.0194,0.0606
Women's 10km,Cross-Country Skiing,Krista Parmakoski,FIN,1000.0,0,0.2072,0.0198,0.0248,0.0194,0.064
Women's 10km,Cross-Country Skiing,Anne Kjersti Kalva,NOR,850.0,0,0.1497,0.016,0.0153,0.0187,0.05
Women's 10km,Cross-Country Skiing,Nora Sanness,NOR,821.0,0,0.1396,0.0144,0.0148,0.0132,0.0424
Women's 10km,Cross-Country Skiing,Delphine Claudel,FRA,800.0,0,0.1326,0.0135,0.0154,0.0152,0.0441
Women's 10km,Cross-Country Skiing,Johanna Hagstroem,SWE,750.0,0,0.1165,0.0126,0.0107,0.0141,0.0374
Women's 10km,Cross-Country Skiing,Katerina Janatova,CZE,742.0,0,0.1141,0.0114,0.012,0.0134,0.0368
Women's 10km,Cross-Country Skiing,Kristin Austgulen Fosnaes,NOR,736.0,0,0.1122,0.0097,0.0112,0.0123,0.0332
Women's 10km,Cross-Country Skiing,Pia Fink,GER,709.0,0,0.1041,0.0097,0.0105,0.0128,0.033
Women's 10km,Cross-Country Skiing,Ane Appelkvist Stenseth,NOR,650.0,0,0.0875,0.0094,0.01,0.0104,0.0298
Women's 10km,Cross-Country Skiing,Nadine Faehndrich,SUI,700.0,0,0.1015,0.0093,0.0113,0.0107,0.0313
Women's 10km,Cross-Country Skiing,Flora Dolci,FRA,646.0,0,0.0865,0.0089,0.0098,0.0097,0.0284
Women's 10km,Cross-Country Skiing,Jessica Yeaton,AUS,600.0,0,0.0746,0.0077,0.0071,0.0082,0.023
Women's 10km,Cross-Country Skiing,Silje Theodorsen,NOR,567.0,0,0.0666,0.0072,0.0066,0.0085,0.0223
Women's 10km,Cross-Country Skiing,Caterina Ganz,ITA,550.0,0,0.0627,0.0072,0.0063,0.0068,0.0203
Women's 10km,Cross-Country Skiing,Margrethe Bergane,NOR,500.0,0,0.0518,0.0062,0.0056,0.0068,0.0186
Women's 10km,Cross-Country Skiing,Helen Hoffmann,GER,466.0,0,0.045,0.005,0.005,0.0043,0.0143
Women's 10km,Cross-Country Skiing,Sophia Laukli,USA,519.0,0,0.0558,0.0044,0.0062,0.0071,0.0177
Women's 10km,Cross-Country Skiing,Julia Kern,USA,347.0,0,0.0249,0.0043,0.0022,0.0041,0.0106
Women's 10km,Cross-Country Skiing,Anamarija Lampic,SLO,450.0,0,0.042,0.0043,0.0051,0.005,0.0144
Women's 10km,Cross-Country Skiing,Katherine Stewart-Jones,CAN,468.0,0,0.0454,0.0037,0.0041,0.0055,0.0133
Women's 10km,Cross-Country Skiing,Lotta Udnes Weng,NOR,418.0,0,0.0362,0.0034,0.0041,0.0034,0.0109
Women's 10km,Cross-Country Skiing,Anna Dyvik,SWE,400.0,0,0.0331,0.0031,0.0026,0.004,0.0097
Women's 10km,Cross-Country Skiing,Katherine Sauerbrey,GER,363.0,0,0.0273,0.003,0.0041,0.0033,0.0104
Women's 10km,Cross-Country Skiing,Helene Marie Fossesholm,NOR,341.0,0,0.0241,0.003,0.0026,0.0022,0.0078
Women's 10km,Cross-Country Skiing,Sofia Henriksson,SWE,350.0,0,0.0254,0.0022,0.003,0.0034,0.0086
Women's 10km Pursuit,Biathlon,Lou Jeanmonnot,FRA,793.0,0,1.0,0.1557,0.135,0.1221,0.4128
Women's 10km Pursuit,Biathlon,Suvi Minkkinen,FIN,601.0,0,0.5744,0.0886,0.0843,0.0809,0.2538
Women's 10km Pursuit,Biathlon,Hanna Oeberg,SWE,560.0,0,0.4987,0.0844,0.0788,0.0724,0.2356
Women's 10km Pursuit,Biathlon,Maren Kirkeeide,NOR,576.0,0,0.5276,0.0802,0.0832,0.0756,0.239
Women's 10km Pursuit,Biathlon,Anna Magnusson,SWE,556.0,0,0.4916,0.0763,0.0796,0.0725,0.2284
Women's 10km Pursuit,Biathlon,Elvira Karin Oeberg,SWE,506.0,0,0.4072,0.059,0.0622,0.0618,0.183
Women's 10km Pursuit,Biathlon,Camille Bened,FRA,441.0,0,0.3093,0.0494,0.0455,0.0499,0.1448
Women's 10km Pursuit,Biathlon,Justine Braisaz-Bouchet,FRA,453.0,0,0.3263,0.0466,0.0474,0.0547,0.1487
Women's 10km Pursuit,Biathlon,Lisa Vittozzi,ITA,429.0,0,0.2927,0.0423,0.0475,0.0467,0.1365
Women's 10km Pursuit,Biathlon,Dorothea Wierer,ITA,415.0,0,0.2739,0.0386,0.0386,0.047,0.1242
Women's 10km Pursuit,Biathlon,Franziska Preuss,GER,366.0,0,0.213,0.0331,0.0337,0.0325,0.0993
Women's 10km Pursuit,Biathlon,Oceane Michelon,FRA,350.0,0,0.1948,0.0292,0.0303,0.0303,0.0898
Women's 10km Pursuit,Biathlon,Julia Simon,FRA,317.0,0,0.1598,0.0255,0.0261,0.027,0.0786
Women's 10km Pursuit,Biathlon,Amy Baserga,SUI,315.0,0,0.1578,0.0254,0.0228,0.0275,0.0757
Women's 10km Pursuit,Biathlon,Vanessa Voigt,GER,245.0,0,0.0955,0.0142,0.0155,0.0162,0.0459
Women's 10km Pursuit,Biathlon,Karoline Knotten,NOR,240.0,0,0.0916,0.0141,0.0156,0.0169,0.0466
Women's 10km Pursuit,Biathlon,Marte Olsbu Roeiseland,NOR,225.0,0,0.0805,0.0132,0.0135,0.0137,0.0404
Women's 10km Pursuit,Biathlon,Lena Haecki-Gross,SUI,220.0,0,0.077,0.0122,0.0138,0.0141,0.0401
Women's 10km Pursuit,Biathlon,Ingrid Landmark Tandrevold,NOR,235.0,0,0.0878,0.012,0.0137,0.0166,0.0423
Women's 10km Pursuit,Biathlon,Marketa Davidova,CZE,215.0,0,0.0735,0.0119,0.0144,0.013,0.0393
Women's 10km Pursuit,Biathlon,Mari Eder,FIN,230.0,0,0.0841,0.0114,0.0146,0.0147,0.0407
Women's 10km Pursuit,Biathlon,Lucie Charvatova,CZE,200.0,0,0.0636,0.01,0.01,0.0122,0.0322
Women's 10km Pursuit,Biathlon,Gilonne Guigonnat,FRA,190.0,0,0.0574,0.0097,0.0101,0.0108,0.0306
Women's 10km Pursuit,Biathlon,Synnoeve Solemdal,NOR,195.0,0,0.0605,0.0093,0.0113,0.0086,0.0292
Women's 10km Pursuit,Biathlon,Sophia Schneider,GER,210.0,0,0.0701,0.0091,0.0102,0.0117,0.031
Women's 10km Pursuit,Biathlon,Selina Grotian,GER,185.0,0,0.0544,0.0087,0.0071,0.0116,0.0274
Women's 10km Pursuit,Biathlon,Ida Lien,NOR,205.0,0,0.0668,0.0085,0.01,0.0108,0.0293
Women's 10km Pursuit,Biathlon,Daria Krykova-Budasheva,AIN,180.0,0,0.0515,0.0076,0.0088,0.0118,0.0282
Women's 10km Pursuit,Biathlon,Ella Halvarsson,SWE,175.0,0,0.0487,0.0074,0.007,0.0086,0.023
Women's 10km Pursuit,Biathlon,Erika Janka,FIN,170.0,0,0.046,0.0064,0.0094,0.0078,0.0236
Women's 12.5km Mass Start,Biathlon,Lou Jeanmonnot,FRA,793.0,0,1.0,0.155,0.1337,0.1251,0.4138
Women's 12.5km Mass Start,Biathlon,Suvi Minkkinen,FIN,601.0,0,0.5744,0.083,0.0877,0.0835,0.2542
Women's 12.5km Mass Start,Biathlon,Maren Kirkeeide,NOR,576.0,0,0.5276,0.0806,0.0795,0.0784,0.2385
Women's 12.5km Mass Start,Biathlon,Hanna Oeberg,SWE,560.0,0,0.4987,0.0757,0.0738,0.075,0.2245
Women's 12.5km Mass Start,Biathlon,Anna Magnusson,SWE,556.0,0,0.4916,0.0725,0.0791,0.0775,0.2291
Women's 12.5km Mass Start,Biathlon,Elvira Karin Oeberg,SWE,506.0,0,0.4072,0.0649,0.0607,0.0609,0.1865
Women's 12.5km Mass Start,Biathlon,Justine Braisaz-Bouchet,FRA,453.0,0,0.3263,0.0524,0.0483,0.0527,0.1534
Women's 12.5km Mass Start,Biathlon,Camille Bened,FRA,441.0,0,0.3093,0.0478,0.0469,0.0461,0.1408
Women's 12.5km Mass Start,Biathlon,Lisa Vittozzi,ITA,429.0,0,0.2927,0.0418,0.0503,0.0496,0.1417
Women's 12.5km Mass Start,Biathlon,Dorothea Wierer,ITA,415.0,0,0.2739,0.0398,0.0431,0.0455,0.1284
Women's 12.5km Mass Start,Biathlon,Franziska Preuss,GER,366.0,0,0.213,0.0385,0.0356,0.0335,0.1076
Women's 12.5km Mass Start,Biathlon,Oceane Michelon,FRA,350.0,0,0.1948,0.0275,0.0298,0.0292,0.0865
Women's 12.5km Mass Start,Biathlon,Julia Simon,FRA,317.0,0,0.1598,0.0264,0.0248,0.027,0.0782
Women's 12.5km Mass Start,Biathlon,Amy Baserga,SUI,315.0,0,0.1578,0.0233,0.0251,0.0246,0.073
Women's 12.5km Mass Start,Biathlon,Marketa Davidova,CZE,215.0,0,0.0735,0.0147,0.0116,0.0145,0.0408
Women's 12.5km Mass Start,Biathlon,Ingrid Landmark Tandrevold,NOR,235.0,0,0.0878,0.0141,0.0148,0.0129,0.0418
Women's 12.5km Mass Start,Biathlon,Vanessa Voigt,GER,245.0,0,0.0955,0.0137,0.0151,0.0177,0.0465
Women's 12.5km Mass Start,Biathlon,Marte Olsbu Roeiseland,NOR,225.0,0,0.0805,0.0131,0.0107,0.0125,0.0363
Women's 12.5km Mass Start,Biathlon,Mari Eder,FIN,230.0,0,0.0841,0.0128,0.0129,0.0137,0.0394
Women's 12.5km Mass Start,Biathlon,Karoline Knotten,NOR,240.0,0,0.0916,0.0124,0.0147,0.0176,0.0447
Women's 12.5km Mass Start,Biathlon,Lucie Charvatova,CZE,200.0,0,0.0636,0.0109,0.0107,0.0104,0.032
Women's 12.5km Mass Start,Biathlon,Sophia Schneider,GER,210.0,0,0.0701,0.0104,0.0135,0.0113,0.0352
Women's 12.5km Mass Start,Biathlon,Lena Haecki-Gross,SUI,220.0,0,0.077,0.0102,0.0127,0.0127,0.0356
Women's 12.5km Mass Start,Biathlon,Ida Lien,NOR,205.0,0,0.0668,0.01,0.0111,0.0112,0.0323
Women's 12.5km Mass Start,Biathlon,Gilonne Guigonnat,FRA,190.0,0,0.0574,0.0096,0.0094,0.0108,0.0298
Women's 12.5km Mass Start,Biathlon,Synnoeve Solemdal,NOR,195.0,0,0.0605,0.0093,0.0096,0.0108,0.0297
Women's 12.5km Mass Start,Biathlon,Daria Krykova-Budasheva,AIN,180.0,0,0.0515,0.008,0.0089,0.0083,0.0252
Women's 12.5km Mass Start,Biathlon,Ella Halvarsson,SWE,175.0,0,0.0487,0.0077,0.0079,0.0088,0.0244
Women's 12.5km Mass Start,Biathlon,Erika Janka,FIN,170.0,0,0.046,0.0074,0.0067,0.0084,0.0225
Women's 12.5km Mass Start,Biathlon,Selina Grotian,GER,185.0,0,0.0544,0.0065,0.0113,0.0098,0.0276
Women's 1500m,Speed Skating,Miho Takagi,JPN,520.0,0,1.0,0.276,0.2201,0.1644,0.6605
Women's 1500m,Speed Skating,Joy Beune,NED,440.0,0,0.716,0.1943,0.1821,0.1621,0.5385
Women's 1500m,Short Track Speed Skating,Courtney Sarault,CAN,800.0,0,1.0,0.1886,0.1712,0.148,0.5078
Women's 1500m,Short Track Speed Skating,Xandra Velzeboer,NED,750.0,0,0.8789,0.1639,0.15,0.1438,0.4577
Women's 1500m,Short Track Speed Skating,Kim Gil-li,KOR,700.0,0,0.7656,0.136,0.1329,0.1315,0.4004
Women's 1500m,Short Track Speed Skating,Choi Min-jeong,KOR,650.0,0,0.6602,0.1179,0.124,0.1308,0.3727
Women's 1500m,Short Track Speed Skating,Suzanne Schulting,NED,600.0,0,0.5625,0.1009,0.1087,0.1049,0.3145
Women's 1500m,Short Track Speed Skating,Kim Boutin,CAN,550.0,0,0.4727,0.0892,0.0899,0.0971,0.2762
Women's 1500m,Speed Skating,Mei Han,CHN,276.0,0,0.2817,0.0816,0.0874,0.097,0.266
Women's 1500m,Short Track Speed Skating,Natalia Maliszewska,POL,500.0,0,0.3906,0.0661,0.0812,0.076,0.2233
Women's 1500m,Speed Skating,Marijke Groenewoud,NED,252.0,0,0.2349,0.0653,0.0765,0.0803,0.2221
Women's 1500m,Short Track Speed Skating,Kristen Santos-Griswold,USA,450.0,0,0.3164,0.0569,0.0577,0.0711,0.1857
Women's 1500m,Speed Skating,Antoinette Rijpma-de Jong,NED,219.0,0,0.1774,0.0507,0.058,0.0592,0.1679
Women's 1500m,Short Track Speed Skating,Hanne Desmet,BEL,400.0,0,0.25,0.0446,0.0467,0.0536,0.1449
Women's 1500m,Speed Skating,Brittany Bowe,USA,204.0,0,0.1539,0.0435,0.0473,0.0556,0.1464
Women's 1500m,Speed Skating,Francesca Lollobrigida,ITA,201.0,0,0.1494,0.0422,0.0448,0.0487,0.1357
Women's 1500m,Speed Skating,Binyu Yang,CHN,200.0,0,0.1479,0.0406,0.0484,0.0558,0.1448
Women's 1500m,Speed Skating,Ragne Wiklund,NOR,200.0,0,0.1479,0.0404,0.0456,0.0545,0.1405
